product_name,category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo)
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",13,11
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",27,39
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,54,206
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",27,25
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",252,221
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",52,65
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,361,1397
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",444,395
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,63,254
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",70,53
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,68,205
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,60,240
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",115,332
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,54,238
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,40,132
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,183,708
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,38,129
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,307,1277
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",98,133
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",40,32
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",22,30
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",152,133
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",369,332
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",19,14
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",105,82
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",283,492
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",392,568
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",64,55
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",133,195
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",89,71
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,415,1759
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,29,101
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",336,534
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",168,514
Atliq_Curtains,"Home Care",300,BOGOF,30,129
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",98,88
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,201
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",127,185
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",434,1514
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",25,18
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,373,1439
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",134,182
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",306,275
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",33,31
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",54,45
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",442,1365
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",52,50
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",25,20
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,61,163
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",140,186
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",308,455
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",57,61
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",101,79
Atliq_Curtains,"Home Care",300,BOGOF,66,227
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",274,334
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,133,337
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",31,43
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",308,452
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,50,152
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",43,63
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",33,27
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",42,34
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",31,28
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",219,304
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,132,520
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",78,69
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,118,459
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",31,26
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,111,493
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",115,101
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,418,1116
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",98,128
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,78,310
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,450,1984
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,82,328
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",127,133
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",362,535
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",301,433
Atliq_Curtains,"Home Care",300,BOGOF,54,219
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",240,355
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",248,225
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",217,659
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",244,368
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",39,63
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,61,243
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",54,50
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,337,1337
Atliq_Curtains,"Home Care",300,BOGOF,36,108
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,448,1895
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,39,156
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",318,915
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",357,549
Atliq_Curtains,"Home Care",300,BOGOF,52,173
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",71,80
Atliq_Curtains,"Home Care",300,BOGOF,30,120
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",61,65
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",66,56
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",45,71
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",204,175
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",43,35
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",337,488
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",13,10
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,122,529
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",350,304
Atliq_Curtains,"Home Care",300,BOGOF,31,130
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,42,145
Atliq_Curtains,"Home Care",300,BOGOF,33,128
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",21,15
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,364,1434
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",21,17
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",126,275
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",72,59
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",205,284
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",132,187
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,97,257
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",19,17
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,61,204
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,70,280
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",39,35
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,102,410
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",50,68
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",15,12
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,403,1567
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,45,175
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",80,92
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",28,20
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",21,17
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,360,1414
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",204,157
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",360,320
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,45,155
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",55,77
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",266,446
Atliq_Curtains,"Home Care",300,BOGOF,51,205
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,63,242
Atliq_Curtains,"Home Care",300,BOGOF,29,96
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,21,70
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",45,62
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",117,104
Atliq_Curtains,"Home Care",300,BOGOF,63,218
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",514,791
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",304,465
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",246,194
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,97,380
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",290,"25% OFF",337,296
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",90,"25% OFF",30,28
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",65,"50% OFF",120,188
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",279,401
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",297,418
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",87,92
"Atliq_Farm_Chakki_Atta (1KG)","Grocery & Staples",370,BOGOF,226,881
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",161,209
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",85,195
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",78,117
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",274,394
"Atliq_Masoor_Dal (1KG)","Grocery & Staples",172,"33% OFF",292,373
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",61,72
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",319,379
"Atliq_Suflower_Oil (1L)","Grocery & Staples",200,BOGOF,328,833
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",55,79
"Atliq_Doodh_Kesar_Body_Lotion (200ML)","Personal Care",190,"50% OFF",24,27
"Atliq_Sonamasuri_Rice (10KG)","Grocery & Staples",860,"33% OFF",267,389
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",126,157
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,28,108
Atliq_Double_Bedsheet_set,"Home Care",1190,BOGOF,50,146
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,138,547
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,99,383
"Atliq_Body_Milk_Nourishing_Lotion (120ML)","Personal Care",110,"50% OFF",61,77
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",31,26
"Atliq_Suflower_Oil (1L)","Grocery & Staples",156,"25% OFF",257,221
Atliq_Home_Essential_8_Product_Combo,Combo1,3000,"500 Cashback",204,589
Atliq_waterproof_Immersion_Rod,"Home Appliances",1020,BOGOF,87,236
Atliq_Scrub_Sponge_For_Dishwash,"Home Care",55,"25% OFF",16,12
Atliq_Fusion_Container_Set_of_3,"Home Care",415,"25% OFF",22,16
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",61,84
"Atliq_Cream_Beauty_Bathing_Soap (125GM)","Personal Care",50,"25% OFF",22,18
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",80,119
Atliq_High_Glo_15W_LED_Bulb,"Home Appliances",350,BOGOF,73,282
"Atliq_Lime_Cool_Bathing_Bar (125GM)","Personal Care",62,"50% OFF",52,73
